,ci,gender,name,edad,telefono,grado,estado
3840,1745199318,male,Frank Mathis,18,593990737077,NA,False
3841,1796594064,male,David Hunter,14,593990319209,NA,False
3842,1770249834,male,Willie Yang,18,593990911968,NA,False
3843,1778025780,female,Leslie Miles,13,593990364122,50%,True
3844,1775395320,female,Kathryn Romero,20,593990838111,70%,True
3845,1793959596,male,Michael Davis,15,593990673190,NA,True
3846,1751133588,female,Alisha Miller,19,593990397619,100%,False
3847,1777881339,male,Robert Burke,14,593990284864,NA,True
3848,1718086137,male,Michael Johnson,15,593990700806,50%,False
3849,1702647878,male,Joshua Harris,22,593990415781,40%,False
3850,1789647544,male,Kent Carroll,18,593990640801,100%,True
3851,1772748738,male,John Green,15,593990768325,NA,False
3852,1703210869,male,Rodney Snow,17,593990227228,60%,False
3853,1768783439,female,Melissa Taylor,22,593990692221,50%,False
3854,1733311330,female,Brittany Hebert,18,593990596761,NA,False
3855,1766078489,female,Kathleen Stevens,18,593990748604,NA,True
3856,1721949896,male,Jason Brown,20,593990285332,50%,False
3857,1783273130,male,Todd Schmidt,17,593990176062,NA,True
3858,1794122319,female,Kristin Velasquez,18,593990636675,40%,True
3859,1714172257,male,Robert Mcfarland,22,593990970352,NA,True
3860,1767925935,na,Vanessa Vasquez,22,593990082088,70%,True
3861,1774458734,na,Teresa Townsend,16,593990597130,NA,True
3862,1740138681,male,Daniel Wiley,22,593990450307,60%,False
3863,1717059934,female,Monica Serrano MD,15,593990228859,NA,False
3864,1789170633,male,Hayden Campbell,21,593990805104,50%,False
3865,1715357107,female,Brenda Ponce,15,593990089162,NA,False
3866,1768495470,female,Beth Williams,19,593990737425,40%,True
3867,1707332865,female,Shannon Sanders,16,593990637417,NA,False
3868,1742481340,male,Joel Davis,15,593990950092,40%,False
3869,1784671796,female,Haley Browning,18,593990346695,100%,False
3870,1777205396,male,Robert Walton,15,593990607175,NA,True
3871,1797178154,female,Kristi Johnston,20,593990569826,NA,True
3872,1773669458,male,Larry Wilkins,22,593990236681,NA,False
3873,1738473848,male,Nathan Price,19,593990025637,NA,True
3874,1746657850,male,Luis Wilson,19,593990782036,NA,True
3875,1701107449,male,Benjamin King,17,593990632871,NA,False
3876,1716109741,female,Karen Haney,14,593990940496,50%,False
3877,1714643468,male,Andrew Adams,20,593990149033,NA,False
3878,1783791890,male,Alex Woodward,17,593990011860,40%,False
3879,1795219684,female,Briana Joseph,21,593990338311,NA,False
3880,1765757406,female,Anna Brady,13,593990333212,NA,False
3881,1791783598,female,Dr. Adrienne Ortiz,15,593990560246,60%,False
3882,1738705580,female,Jessica Fowler,16,593990139946,NA,True
3883,1743837892,female,Susan Gutierrez,15,593990170328,70%,False
3884,1758139027,female,Brianna Summers,15,593990594426,NA,True
3885,1730742026,male,Victor Nguyen,15,593990811833,NA,True
3886,1742216451,female,Lynn Lowe,14,593990310138,40%,True
3887,1739477137,male,Joshua Flores,13,593990453239,50%,False
3888,1725482450,na,Phyllis Young,15,593990665746,NA,True
3889,1749860298,na,Carl Bryant,22,593990951036,50%,False
3890,1701718038,male,Anthony Wilson,16,593990464948,NA,False
3891,1709328159,na,Heather Lane,22,593990940505,40%,True
3892,1798548861,male,Larry Christian DDS,18,593990227953,NA,True
3893,1771650220,female,Melissa Savage,15,593990553159,70%,False
3894,1734093320,male,Micheal Jacobs,18,593990091453,NA,False
3895,1767212434,male,Dr. Geoffrey Alvarez,20,593990305633,NA,True
3896,1777547461,female,Donna Copeland,14,593990638795,40%,False
3897,1700576956,female,Ashley Cooper,21,593990466638,60%,False
3898,1728056693,male,Jared Pena,17,593990199774,NA,False
3899,1743372126,female,Jill Perez,22,593990961877,70%,True
3900,1719394927,male,Mr. Thomas Roman,22,593990888451,50%,False
3901,1705196053,male,James Romero,16,593990786628,NA,False
3902,1733170915,female,Hannah Alvarado,16,593990692824,50%,False
3903,1795143909,male,Thomas Wilson,16,593990710648,NA,True
3904,1739283234,male,Fernando Gonzalez,13,593990481574,NA,True
3905,1784885775,male,Christopher Morse,22,593990050814,60%,True
3906,1714231690,female,Kimberly Sanchez,18,593990402270,NA,True
3907,1728750907,female,Julie Stanley DVM,16,593990871574,60%,True
3908,1726694689,female,Bridget Soto,17,593990592658,40%,False
3909,1710777311,male,Luke Sims,17,593990018235,NA,False
3910,1734700967,male,Gregory Henderson,14,593990122415,60%,True
3911,1786428840,male,Ryan Garcia,18,593990502941,NA,False
3912,1760544257,female,Alexandria Johnson,20,593990339215,100%,True
3913,1769652696,male,Rodney Mendoza,17,593990864375,NA,False
3914,1713235525,male,Kevin Mora,16,593990362494,60%,False
3915,1754105838,male,Nathan Graham,21,593990616476,NA,True
3916,1722926536,female,Erica Brown,15,593990418624,NA,True
3917,1709801232,male,Tony Richard,22,593990128701,50%,False
3918,1756435995,female,Morgan Cummings,15,593990755913,NA,False
3919,1745143585,female,Julia Perkins,15,593990419643,NA,True
3920,1760943833,female,Sheena Thompson,19,593990580224,40%,False
3921,1756310806,female,Morgan Carter,22,593990617309,60%,False
3922,1789316682,female,Kimberly Flores,14,593990535912,NA,False
3923,1771697579,male,Guy Schultz,19,593990087517,NA,True
3924,1706688282,female,Amy Gomez,21,593990392838,NA,False
3925,1777409940,female,Katrina Gonzalez,21,593990448018,NA,False
3926,1780002385,male,Devin Garcia,19,593990247767,NA,True
3927,1796517163,male,Charles Williams,21,593990032254,60%,True
3928,1794385552,female,Tiffany Dean,21,593990624084,50%,True
3929,1750544633,male,William Small,17,593990454346,NA,False
3930,1798667628,na,Michael Reyes,19,593990659947,NA,False
3931,1703705601,male,Kenneth Howard,13,593990618144,NA,True
3932,1733999888,female,Lisa Chavez,14,593990523897,NA,False
3933,1762513834,female,Kari Figueroa,15,593990721048,50%,False
3934,1758066463,male,Brian Clark,15,593990091262,NA,False
3935,1777766543,male,Trevor Miller,17,593990331536,40%,False
3936,1731619798,na,Michael Ellis,17,593990392487,70%,True
3937,1794244190,female,Amy Porter,18,593990544676,NA,False
3938,1703847106,male,Nathan Brennan,15,593990155473,70%,False
3939,1728378590,female,Kristin Jackson,22,593990147394,70%,False
3940,1731520178,male,Eric Gross,16,593990278515,NA,False
3941,1730425864,female,Amy Carrillo,13,593990945884,60%,True
3942,1786398906,female,Tracy Fischer,16,593990350508,NA,True
3943,1714966650,female,Molly King,18,593990266874,50%,False
3944,1744494691,male,Michael Byrd,17,593990112423,70%,False
3945,1724422394,male,Mr. Jacob Barnett,15,593990130643,NA,True
3946,1795388162,female,Christine Chambers,19,593990817144,NA,False
3947,1705804326,male,Victor Mcgrath,18,593990282380,NA,False
3948,1756068897,male,Scott Lambert,20,593990010780,70%,True
3949,1758269469,male,Shawn Juarez,18,593990692238,40%,True
3950,1787098346,male,Matthew Mitchell,22,593990354753,70%,False
3951,1710746472,male,Jorge Coleman,17,593990811732,NA,True
3952,1776542239,male,Luke Noble,13,593990896547,100%,True
3953,1731335807,male,Keith Mendoza,21,593990032122,NA,True
3954,1722791402,female,April Bush,20,593990885831,NA,True
3955,1742459492,female,Caitlyn Walker,13,593990234169,70%,True
3956,1785463037,male,Ronnie White,21,593990354755,NA,True
3957,1751033505,male,Brian Richard,22,593990631917,70%,True
3958,1735174005,male,Michael Campbell,22,593990861790,50%,False
3959,1793877725,male,Noah Morse,16,593990286584,NA,False
3960,1705268944,male,Arthur Simmons,16,593990726011,100%,True
3961,1746594047,male,Brian Garcia,20,593990822658,NA,False
3962,1721955771,male,John Horn,18,593990940738,50%,True
3963,1780695455,male,Michael Lyons,17,593990407199,70%,True
3964,1747116618,female,Haley Moss,18,593990222656,NA,False
3965,1713842909,male,Anthony Kemp,19,593990412528,NA,False
3966,1701606890,male,Mark Sanchez,20,593990731695,NA,False
3967,1748204679,female,Christine Cannon,18,593990061975,NA,False
3968,1751219234,na,Trevor Green,19,593990005625,100%,True
3969,1707971180,male,Manuel Sandoval,13,593990140197,NA,True
3970,1751134734,male,Eric Miller,20,593990649402,NA,False
3971,1703320624,female,Jennifer Rowe,17,593990092332,100%,True
3972,1792370155,male,Frank Martin,15,593990839884,60%,True
3973,1716059256,female,Jacqueline Murphy,15,593990629823,100%,True
3974,1750523793,male,Joseph Perry,16,593990484825,70%,True
3975,1767578473,male,Max Harris,15,593990266359,40%,False
3976,1717085058,male,Daniel Lane,16,593990235241,NA,False
3977,1754739009,female,Jennifer Rodriguez,19,593990939834,60%,True
3978,1757648407,male,Stanley Hernandez,22,593990854784,NA,True
3979,1755044797,male,Earl Mann,14,593990764358,NA,False
3980,1715504880,male,Michael Merritt,13,593990373617,NA,False
3981,1743391114,male,Timothy Massey,22,593990895193,100%,True
3982,1705418826,female,Rebecca Byrd,14,593990716673,60%,True
3983,1726272689,female,Linda Fischer,18,593990015753,NA,False
3984,1700659583,male,Tyler Rosales,19,593990944471,NA,False
3985,1700242593,female,Anne Allen,16,593990573193,60%,False
3986,1754792641,female,Shirley Martinez,17,593990658902,NA,True
3987,1727239956,male,Brian Mathews,21,593990919416,100%,False
3988,1787798873,female,Brandy Estrada,13,593990882537,50%,False
3989,1782533639,male,Justin Thompson,19,593990260541,NA,False
3990,1705902672,female,Gina Baldwin,18,593990283551,100%,True
3991,1708311787,female,Michelle Miller,19,593990508071,NA,False
3992,1714038390,male,Anthony Davis,15,593990005456,60%,True
3993,1739046782,female,Teresa Davis,15,593990545972,70%,True
3994,1767730106,female,Anita Whitney,17,593990263000,100%,True
3995,1775806166,male,Eric Bennett,20,593990037860,NA,False
3996,1738485067,male,Timothy Harvey,15,593990272285,100%,True
3997,1779655181,female,Sonia Rivers,14,593990609844,NA,False
3998,1701849308,male,John Simon,19,593990130201,NA,False
3999,1760771090,female,Molly Brewer,17,593990582991,70%,True
4000,1731667622,female,Kristen Morrow,22,593990156532,NA,True
4001,1769949820,female,Melissa Mccullough,18,593990604189,40%,False
4002,1751447747,male,Darren Baker MD,18,593990248704,40%,True
4003,1716074463,male,Steven Davis,19,593990975412,70%,False
4004,1777150809,female,Amber Carter,16,593990110490,NA,False
4005,1788126159,male,Brian Webb,21,593990534806,60%,True
4006,1733847434,female,Brandy Allen,20,593990019204,50%,False
4007,1762297154,male,Michael Green,22,593990567076,NA,False
4008,1741705250,na,Adam Williams,14,593990504257,NA,False
4009,1723804495,female,Elizabeth Newman,21,593990650355,NA,True
4010,1782394264,female,Audrey Jones,16,593990869452,70%,False
4011,1785642731,na,Cody Bell,22,593990013610,100%,True
4012,1765185122,female,Mary Petty,20,593990381010,60%,True
4013,1776159840,male,Richard Fischer,13,593990940974,100%,False
4014,1702675999,male,Stuart Smith,19,593990241982,NA,True
4015,1724230830,female,Barbara Underwood,21,593990868611,NA,True
4016,1700410815,male,John White,22,593990958037,60%,True
4017,1749753348,male,Dennis Howard,19,593990955633,NA,False
4018,1784090925,male,Jeff Lee,15,593990785006,50%,False
4019,1733159522,female,Regina Hoffman,18,593990752429,100%,False
4020,1773264499,male,Craig Baker,15,593990948890,NA,False
4021,1794387733,na,Katrina Wiley,17,593990782556,100%,False
4022,1735130156,male,Mike Gordon,22,593990699258,NA,True
4023,1750702020,female,April Rose,21,593990292973,60%,False
4024,1714389183,male,Kyle Trevino,18,593990841838,NA,True
4025,1746512933,male,Brandon Roman,19,593990896867,NA,False
4026,1779106024,female,Barbara Martinez,21,593990877431,NA,True
4027,1733134826,male,Jeffrey Curtis,19,593990840693,NA,True
4028,1710969229,female,Elizabeth Hahn,20,593990185156,60%,True
4029,1762747288,female,Robin Hensley,16,593990403702,NA,False
4030,1734304171,male,Scott Rivera,15,593990440141,50%,False
4031,1769618929,female,Rachel Andrews,17,593990136048,100%,False
4032,1773597237,male,Michael Reese,21,593990828114,NA,True
4033,1772675937,female,Mrs. Jessica Thompson,15,593990595233,100%,False
4034,1734477321,male,Frank Sanchez,18,593990871564,100%,False
4035,1796905796,female,Denise Mcintyre,17,593990068802,NA,True
4036,1771614296,male,Scott Mcconnell,19,593990174280,NA,False
4037,1785563327,male,Marvin Davis,19,593990492238,NA,True
4038,1755721932,female,Kathleen May,19,593990757879,NA,True
4039,1760400964,female,Sabrina Guerra,20,593990331587,NA,False
4040,1741760575,male,George Reese,17,593990981079,70%,False
4041,1780673234,female,Regina Coffey,13,593990731086,100%,False
4042,1780113722,female,Amanda Jackson,15,593990909115,NA,True
4043,1719218711,female,Kayla Reilly,14,593990791466,40%,False
4044,1719419798,male,Chris Woodard,22,593990635707,NA,False
4045,1719538136,male,Martin Alvarez,21,593990638774,70%,False
4046,1787640440,female,Jill Benson,17,593990014746,60%,False
4047,1777078237,female,Valerie Hickman,18,593990152461,50%,False
4048,1792371131,male,Ronnie Hoover,13,593990779759,NA,False
4049,1712585838,female,Meghan Flores,18,593990344256,NA,False
4050,1716747838,female,Rachael Sweeney,16,593990323727,NA,False
4051,1703265856,female,Joanna Chase,22,593990710187,NA,False
4052,1705710659,female,Angelica Livingston,13,593990962523,NA,False
4053,1750388063,male,John Price,16,593990873465,100%,False
4054,1796884585,female,Jasmine Ballard,19,593990997819,NA,True
4055,1758711160,female,Michelle Murray,21,593990781360,60%,True
4056,1705268274,male,Nathaniel Abbott,21,593990115388,40%,True
4057,1753327039,male,Jacob Cline,16,593990537749,60%,False
4058,1701170660,female,Mikayla Cooper,13,593990388801,60%,False
4059,1790832855,male,James Sanchez,19,593990361000,100%,False
4060,1793909011,male,Scott Miranda,18,593990471786,50%,False
4061,1746990767,na,John Wood,19,593990902694,60%,False
4062,1725793855,na,Maria Miranda,16,593990683029,NA,True
4063,1787706246,male,Phillip Howe,18,593990714245,NA,False
4064,1759327366,female,Mary Allen,14,593990512043,NA,False
4065,1702822832,female,Shari Campbell,19,593990089963,NA,True
4066,1798131685,male,Jermaine Schmidt,21,593990653663,100%,True
4067,1743243835,female,Ruth Rose,13,593990217322,50%,False
4068,1794818770,male,David Sanders,13,593990847759,70%,True
4069,1763226779,female,Theresa Bishop,20,593990176350,NA,False
4070,1796014891,male,Jon Perry,18,593990176908,40%,False
4071,1769856000,male,Michael Golden,21,593990139693,NA,True
4072,1735505469,male,Kenneth Buckley,13,593990778905,NA,True
4073,1712895793,male,Joe Potter,16,593990498993,60%,True
4074,1724638864,male,Samuel Robertson,22,593990070601,NA,True
4075,1712153781,male,Cesar Murphy,18,593990652577,NA,False
4076,1798765119,male,Andrew Hartman,14,593990246122,70%,False
4077,1709084545,male,Miguel Smith,14,593990561486,60%,False
4078,1787376316,female,Erika Collins,18,593990749864,70%,True
4079,1728905500,female,Diana Heath,14,593990062072,100%,False
4080,1747926199,female,Taylor Brady,17,593990093803,40%,False
4081,1755503834,male,Cameron Rogers,15,593990742999,NA,True
4082,1714650157,male,James Harrell,15,593990936054,NA,True
4083,1703971172,female,Michelle Rosales,19,593990483714,50%,False
4084,1725442009,male,Justin Atkinson,21,593990754777,50%,False
4085,1726864764,male,Christopher Morales,20,593990291226,NA,True
4086,1791187521,male,Scott Kelly,20,593990164324,40%,True
4087,1745192003,male,Brian Miller,17,593990245581,NA,False
4088,1711964862,female,Jennifer Pacheco,22,593990027255,60%,False
4089,1776581667,female,Lori Burgess,22,593990654874,NA,False
4090,1765173304,male,Stephen Rivera,22,593990779953,NA,True
4091,1798988081,female,Lori Buckley,14,593990339823,NA,False
4092,1783850785,male,Randy Richmond,18,593990176626,NA,True
4093,1770164231,female,Betty Rogers,14,593990034813,40%,False
4094,1780445022,female,Victoria Thompson,22,593990916241,NA,False
4095,1714400289,male,Eugene Hansen,15,593990580361,100%,False
4096,1744234742,female,Susan Hubbard,21,593990530573,50%,False
4097,1716371700,male,Derek Meadows,22,593990457696,NA,True
4098,1730735767,female,Elizabeth Anthony,19,593990891352,NA,False
4099,1722350721,female,Elizabeth Gordon,19,593990614291,NA,True
4100,1733181038,female,Ashley Conley,19,593990559911,70%,True
4101,1754447395,male,Nicholas Mccoy,19,593990941006,60%,False
4102,1715786542,female,Tracey Reid MD,13,593990923811,40%,False
4103,1778219002,female,Kelly Morse,20,593990428280,NA,True
4104,1745705995,female,Cheryl Watson,16,593990450006,NA,False
4105,1785205736,male,Andrew May,16,593990855651,NA,True
4106,1723850910,female,Terri Rivera,21,593990373815,100%,True
4107,1758442650,female,Andrea Hernandez,15,593990687384,NA,True
4108,1702246735,male,Travis Williams,15,593990121835,NA,True
4109,1717323212,male,Peter Hernandez,22,593990056267,NA,True
4110,1741958184,female,Haley Welch,14,593990342436,NA,False
4111,1781545317,male,James Harris,15,593990280076,40%,False
4112,1760771032,male,Vincent Green,20,593990719701,NA,False
4113,1719500211,male,Kevin Mann,17,593990738868,NA,True
4114,1716254064,male,Mark Carroll,13,593990095656,NA,True
4115,1793880169,female,Sandra Peters,21,593990071441,70%,False
4116,1764922036,male,Jason Anderson,20,593990884927,NA,True
4117,1766286644,female,Jill Houston,14,593990007186,NA,True
4118,1736593473,male,Martin Williams,14,593990563365,NA,False
4119,1785189959,na,Tiffany Wright,22,593990833204,50%,False
4120,1783768467,female,Cynthia Byrd,14,593990747749,NA,False
4121,1721409401,male,Francis Johnson,20,593990302901,NA,True
4122,1725974496,male,Nicholas Smith,16,593990523803,NA,True
4123,1702180757,male,Michael Burke,17,593990316727,NA,False
4124,1745743761,male,Terry Vargas,21,593990469141,NA,False
4125,1744288594,male,James Hanna,13,593990064132,NA,True
4126,1707493458,male,Jason Davis,22,593990951602,50%,True
4127,1755584738,male,Daniel Floyd,17,593990651235,40%,False
4128,1772817077,male,Phillip Wright,15,593990078170,60%,False
4129,1752771212,female,Alexandra Glenn,20,593990661854,NA,False
4130,1726379498,female,Veronica Garcia,19,593990438847,40%,True
4131,1789486697,male,Michael Miller,22,593990031406,NA,True
4132,1798772404,male,Todd Waters,13,593990718975,NA,True
4133,1795651527,male,Raymond Hill,21,593990347654,70%,True
4134,1723297671,female,Alyssa Valdez,20,593990531582,NA,False
4135,1759132515,female,Tara Buckley,14,593990683459,100%,False
4136,1737851397,female,Kathryn Sloan,18,593990054714,NA,True
4137,1728018823,male,Kyle Byrd,17,593990509948,60%,True
4138,1795385423,female,Cheryl Morris,16,593990110443,NA,False
4139,1721338243,male,Andrew Jones,13,593990978099,40%,False
4140,1729856119,male,Mike Jackson,21,593990544524,70%,False
4141,1751307493,female,Heather Moore,21,593990527583,NA,False
4142,1730954296,female,Brenda Wiggins,15,593990486803,NA,False
4143,1754102710,na,Nancy Price,22,593990386313,40%,False
4144,1794762958,female,Alison Lawson,20,593990098446,NA,False
4145,1737965022,female,Denise Walker,15,593990830557,NA,True
4146,1787903565,female,Lindsey Miller,20,593990752942,40%,True
4147,1704915690,female,Cynthia Roach,13,593990162954,NA,True
4148,1703604822,female,Sarah Alexander,14,593990066933,NA,True
4149,1774354998,male,Michael Mcdonald,17,593990356914,50%,False
4150,1732621128,female,Susan Robles,20,593990939029,50%,False
4151,1779715355,male,Terry James,18,593990369188,NA,True
4152,1769314712,male,John Cohen,16,593990966827,NA,True
4153,1713430949,female,Teresa Brown,21,593990087422,100%,False
4154,1712529041,male,Jason Cooper,18,593990994891,70%,False
4155,1787585262,male,Brendan Reynolds,17,593990292360,100%,False
4156,1779073389,female,Deborah Nunez,13,593990716916,NA,True
4157,1711527089,female,Pamela Park,15,593990645323,50%,True
4158,1770051928,male,Alan Buck,15,593990894846,NA,False
4159,1786326702,female,Emily Wilson,18,593990839825,50%,True
4160,1753291526,male,Terry Mills,15,593990830754,NA,True
4161,1741676692,female,Miss Ashley Johnson,13,593990251880,NA,True
4162,1788226828,male,Adam Webster,18,593990565037,NA,False
4163,1707343062,female,Amanda Rocha,19,593990008040,100%,False
4164,1780637001,female,Alicia Smith,20,593990266086,50%,False
4165,1781422228,male,John Lewis MD,16,593990281801,NA,False
4166,1793029048,female,Emily Hoover,22,593990641901,50%,True
4167,1776815475,female,Samantha Moore,21,593990084727,NA,True
4168,1789249816,female,Shelly Miller,20,593990403490,NA,False
4169,1737776534,male,Russell Aguilar,19,593990472766,50%,True
4170,1765117380,female,Emily Henderson,15,593990496141,60%,True
4171,1771895698,male,Eric Johnson,15,593990516100,NA,False
4172,1774862896,male,Joshua Harrison,18,593990018226,NA,False
4173,1756908021,na,Amber Guzman,15,593990945256,40%,True
4174,1756615619,male,Thomas Murray,14,593990449735,60%,True
4175,1781713397,female,Rachel Rojas,17,593990034592,40%,False
4176,1747419636,female,Jennifer Bishop,20,593990274922,NA,True
4177,1795676072,male,Nathan Moreno,15,593990392046,NA,False
4178,1756185383,female,Lisa Cortez,21,593990208858,NA,True
4179,1796702413,male,Alan Smith,14,593990084662,NA,True
4180,1730746990,male,Sean Wilson,16,593990972759,NA,False
4181,1750589556,female,Sarah Peterson,22,593990789641,NA,True
4182,1798842389,female,Sarah Levine,18,593990367642,60%,True
4183,1708492503,female,Sandra Shelton,20,593990806266,40%,True
4184,1758402373,male,Matthew Owen,13,593990497972,NA,True
4185,1739130281,female,Caitlin Bowman,15,593990589251,60%,False
4186,1761447412,female,Taylor Rocha,13,593990364433,100%,False
4187,1745400516,male,Isaac Nelson,18,593990394722,60%,True
4188,1783839580,female,Carly Carroll,13,593990658677,40%,True
4189,1730525661,female,Amy Hernandez,19,593990280691,NA,True
4190,1713084453,female,Sylvia Chandler,20,593990562826,NA,True
4191,1728049677,female,Nicole Schultz,13,593990002246,50%,True
4192,1730458658,male,Michael Delgado,21,593990159292,NA,False
4193,1791842563,na,Jillian Stanton,22,593990300957,NA,True
4194,1792909509,male,William Smith,13,593990321306,50%,True
4195,1795316786,male,Danny Jackson,21,593990707574,NA,True
4196,1727531539,male,Tony Woods,14,593990659226,60%,False
4197,1745904274,male,James Vaughn,16,593990038950,NA,False
4198,1790968048,female,Dawn Brewer,20,593990689641,50%,True
4199,1788539328,female,Tiffany Massey,19,593990680496,NA,True
4200,1714614740,female,Tamara Freeman,16,593990701882,70%,True
4201,1728615403,male,Charles Johnson,20,593990599665,70%,False
4202,1749476624,female,Morgan Manning,20,593990618950,NA,True
4203,1797457649,male,John Hughes,17,593990648888,NA,False
4204,1726946784,female,Susan Smith,21,593990374657,NA,False
4205,1798852019,male,Joseph Estrada,18,593990594135,50%,True
4206,1711962185,male,Nathan Lopez,20,593990515926,50%,True
4207,1787747938,female,Adriana Hunt,22,593990078749,NA,False
4208,1775404858,male,Scott Mueller,18,593990299773,40%,True
4209,1767184423,female,Kimberly Hale,16,593990011207,NA,True
4210,1748235031,male,James Walker,15,593990828749,100%,True
4211,1759567616,female,Karen Moore,22,593990112217,50%,False
4212,1708998748,female,Jennifer Osborne,17,593990282916,70%,False
4213,1789490361,male,Alexander Dillon,14,593990851098,60%,True
4214,1745008208,male,William Shelton,16,593990225038,NA,False
4215,1786698595,male,Timothy Joseph,14,593990194223,100%,True
4216,1755302986,na,Robert Martinez,17,593990152226,70%,False
4217,1768653582,female,Christine Rogers,18,593990509367,NA,False
4218,1764462365,male,Dillon Turner,21,593990621786,60%,False
4219,1715132131,female,Samantha Lewis,20,593990943376,50%,False
4220,1763883452,female,Angela Gonzalez,19,593990600585,100%,False
4221,1786966757,male,Randy Simpson II,16,593990495059,40%,False
4222,1739483011,female,Sarah Horne,19,593990335620,100%,False
4223,1706090135,female,Christina Maddox,16,593990022800,NA,True
4224,1750286483,male,Justin Taylor,19,593990276677,NA,True
4225,1728903656,female,Angela Knox,18,593990039002,100%,False
4226,1726361076,female,Jessica Lopez,13,593990486308,NA,True
4227,1781131204,female,Toni Yoder,15,593990582721,NA,False
4228,1721010919,female,Courtney Allen,21,593990877881,NA,True
4229,1706416359,male,David Brown,14,593990959375,NA,True
4230,1709470257,male,Harold Acevedo,17,593990175325,NA,False
4231,1736563188,female,Angela Salazar,14,593990733368,60%,False
4232,1797634632,male,Matthew Dyer,15,593990960459,40%,True
4233,1798605338,male,Derek Mccarthy,19,593990038275,NA,False
4234,1762751940,male,Roger Wilson,15,593990517126,NA,True
4235,1793419450,male,Michael Hernandez,21,593990690750,70%,True
4236,1753223162,female,Dominique Mays,16,593990207624,NA,True
4237,1738116241,female,Carly Fox,13,593990309104,100%,True
4238,1716885339,male,Dustin Collins,20,593990695418,NA,False
4239,1751191918,male,William Cook,20,593990696644,NA,False
4240,1753252205,male,Alan Daniels,13,593990337157,NA,False
4241,1712200591,male,Reginald Sparks,20,593990387783,NA,False
4242,1797593068,male,Ian Oconnor,22,593990304623,NA,False
4243,1799805782,female,Dr. Tracy Nelson MD,22,593990026326,NA,False
4244,1748288001,female,Amy Chan,20,593990077362,40%,True
4245,1742486565,female,Joanna Daugherty,21,593990756516,70%,True
4246,1719856624,male,Jonathan Miller,19,593990053115,40%,True
4247,1737180697,male,Daniel Chavez,16,593990880022,70%,False
4248,1782023294,female,Denise Ray,20,593990992872,60%,False
4249,1797904092,female,Catherine Rivera,16,593990451361,40%,True
4250,1787176380,female,Olivia Lee,20,593990002715,100%,True
4251,1779797816,female,Samantha Barnes,15,593990802665,NA,True
4252,1740299508,female,Stefanie Moreno,22,593990774531,NA,True
4253,1737728455,male,Jeremy Stevenson,13,593990073182,NA,True
4254,1713762195,male,Jeremy Gordon,13,593990825554,NA,False
4255,1738330932,male,David Andrews,17,593990069561,70%,False
4256,1785018022,male,Michael Warren,16,593990630253,NA,False
4257,1722458277,female,Ashley Evans,13,593990427077,70%,False
4258,1796868998,male,Ryan Robinson,19,593990892930,NA,True
4259,1763729581,male,Jim Lee,15,593990800667,40%,True
4260,1766910191,male,Steven Johnson,14,593990092914,40%,True
4261,1711897326,male,Keith Smith,13,593990893954,100%,False
4262,1746671067,male,Adam Dunn,21,593990812785,NA,True
4263,1797709590,female,Ashley Rogers,21,593990765665,40%,True
4264,1786508105,male,Daniel Cross,15,593990354986,70%,False
4265,1709540293,male,John Lambert,21,593990442854,70%,True
4266,1799869505,male,Christopher Smith,17,593990472563,100%,True
4267,1752244307,male,Ronnie Ruiz,18,593990983260,70%,True
4268,1792422992,female,Brittany Robinson,20,593990695372,40%,True
4269,1738944344,female,Savannah Vance,16,593990803081,40%,True
4270,1705698763,male,Brett Harris,19,593990771591,40%,True
4271,1796248246,na,Stephanie Clark,14,593990003717,NA,False
4272,1745634783,male,Michael Parks,16,593990199697,NA,True
4273,1734587826,female,Erin Paul,16,593990361029,40%,True
4274,1798008569,female,Michelle Harrison,13,593990307229,NA,False
4275,1745634909,female,Diana Reed,14,593990449142,NA,True
4276,1761230500,male,Bobby Jones,13,593990787742,70%,False
4277,1796703684,male,Joshua Velez,14,593990410872,NA,True
4278,1760227134,female,Maria Johnson,19,593990435996,60%,True
4279,1761878534,female,Laura Harris,19,593990845070,60%,False
4280,1729918320,na,Richard Lewis,15,593990237888,60%,True
4281,1768847240,female,Cynthia Davis,16,593990482904,NA,False
4282,1750829191,female,Elizabeth Alvarez,19,593990818099,70%,True
4283,1748382826,male,Jeffrey Reynolds,18,593990720381,70%,True
4284,1750612073,female,Paula Spencer,21,593990791551,NA,False
4285,1711036092,male,David Copeland,15,593990848954,70%,False
4286,1751982209,male,Joseph Faulkner,18,593990254202,100%,True
4287,1756655539,female,Kristine Williams,14,593990001048,50%,False
4288,1730585600,female,Desiree Freeman,22,593990687716,NA,True
4289,1794348007,female,Amanda Flores,18,593990189460,60%,True
4290,1760341649,male,Christopher Brown,22,593990884013,40%,False
4291,1799504505,male,Chad Parks,22,593990031182,NA,True
4292,1764418904,female,April Zavala,21,593990213354,NA,True
4293,1745400560,male,Jason Lewis,21,593990375263,40%,False
4294,1752405108,female,Deborah Fields,22,593990593320,40%,True
4295,1729169255,female,Jessica Taylor,15,593990940523,NA,True
4296,1762740886,male,James Clay,22,593990948933,NA,False
4297,1795270434,male,Benjamin Trujillo,21,593990131957,NA,False
4298,1790260045,male,Daniel Mcgrath,22,593990928577,100%,False
4299,1769697288,male,Carl Dunlap,13,593990369737,NA,False
4300,1723159038,female,Denise Velasquez,22,593990664126,NA,False
